"id"  , "category_id", "category_name", "question_subcategory_id", "subcategory_name"                                       , "question_topic_id", "topic_name"                                                       , "pregunta"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "respuesta"                                                                                          , "alternativas", "source", "answer_ai", "discussion_ai", "justification_ai", "source_ai"
"1186", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Joven de 28 años, drogadicto, ingresa a la emergencia por fiebre y cefalea intensa de 2
                                                                                                                                                                                                                        días. Hemocultivo: cocos Gram positivos. Evolución desfavorable y falleció 48 horas
                                                                                                                                                                                                                        después. La fotografía muestra 2 cavidades a nivel del tálamo del paciente. ¿Cuál es el
                                                                                                                                                                                                                        mecanismo por lo que se produjeron estas lesiones?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , "Implantación directa "                                                                              , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1187", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "13"               , "TEJIDO CONECTIVO"                                                 , "Niño de 10 años, quien fue diagnosticado de diabetes seis meses atrás, falleció en un
                                                                                                                                                                                                                        accidente vehicular. La fotografía muestra la histología de su páncreas ¿Cuál
                                                                                                                                                                                                                        mecanismo explica el daño de las células beta del páncreas?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , "Infiltrado linfocitario"                                                                            , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1187", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "13"               , "TEJIDO CONECTIVO"                                                 , "Niño de 10 años, quien fue diagnosticado de diabetes seis meses atrás, falleció en un
                                                                                                                                                                                                                        accidente vehicular. La fotografía muestra la histología de su páncreas ¿Cuál
                                                                                                                                                                                                                        mecanismo explica el daño de las células beta del páncreas?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , "Activación de macrófagos"                                                                           , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1187", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "13"               , "TEJIDO CONECTIVO"                                                 , "Niño de 10 años, quien fue diagnosticado de diabetes seis meses atrás, falleció en un
                                                                                                                                                                                                                        accidente vehicular. La fotografía muestra la histología de su páncreas ¿Cuál
                                                                                                                                                                                                                        mecanismo explica el daño de las células beta del páncreas?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , "Acción directa por virus"                                                                           , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1187", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "13"               , "TEJIDO CONECTIVO"                                                 , "Niño de 10 años, quien fue diagnosticado de diabetes seis meses atrás, falleció en un
                                                                                                                                                                                                                        accidente vehicular. La fotografía muestra la histología de su páncreas ¿Cuál
                                                                                                                                                                                                                        mecanismo explica el daño de las células beta del páncreas?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , "Resistencia a la insulina"                                                                          , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1188", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 60 años que cocina con leña. Desde hace 3 años tos que empeora en las últimas
                                                                                                                                                                                                                        2 semanas. La fotografía muestra la biopsia del bronquio de la paciente. ¿Cuál enfermedad
                                                                                                                                                                                                                        pulmonar es más propensa de presentar?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Cáncer"                                                                                             , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1188", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 60 años que cocina con leña. Desde hace 3 años tos que empeora en las últimas
                                                                                                                                                                                                                        2 semanas. La fotografía muestra la biopsia del bronquio de la paciente. ¿Cuál enfermedad
                                                                                                                                                                                                                        pulmonar es más propensa de presentar?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Silicosis"                                                                                          , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1188", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 60 años que cocina con leña. Desde hace 3 años tos que empeora en las últimas
                                                                                                                                                                                                                        2 semanas. La fotografía muestra la biopsia del bronquio de la paciente. ¿Cuál enfermedad
                                                                                                                                                                                                                        pulmonar es más propensa de presentar?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Tromboembolia"                                                                                      , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1188", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 60 años que cocina con leña. Desde hace 3 años tos que empeora en las últimas
                                                                                                                                                                                                                        2 semanas. La fotografía muestra la biopsia del bronquio de la paciente. ¿Cuál enfermedad
                                                                                                                                                                                                                        pulmonar es más propensa de presentar?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Infarto "                                                                                           , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1189", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "14"               , "TEJIDO EPITELIAL"                                                 , "Varón de 60 años desde hace dos años presenta masa firme e indolora de 2 cm sobre el
                                                                                                                                                                                                                        codo. La lesión es extirpada y se observa masa blanquecina con aspecto de yeso. La
                                                                                                                                                                                                                        fotografía muestra la lesión al microscopio. ¿La elevación de cuál sustancia explica el
                                                                                                                                                                                                                        cuadro?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , "Ácido úrico"                                                                                        , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1189", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "14"               , "TEJIDO EPITELIAL"                                                 , "Varón de 60 años desde hace dos años presenta masa firme e indolora de 2 cm sobre el
                                                                                                                                                                                                                        codo. La lesión es extirpada y se observa masa blanquecina con aspecto de yeso. La
                                                                                                                                                                                                                        fotografía muestra la lesión al microscopio. ¿La elevación de cuál sustancia explica el
                                                                                                                                                                                                                        cuadro?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , "Colesterol"                                                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1189", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "14"               , "TEJIDO EPITELIAL"                                                 , "Varón de 60 años desde hace dos años presenta masa firme e indolora de 2 cm sobre el
                                                                                                                                                                                                                        codo. La lesión es extirpada y se observa masa blanquecina con aspecto de yeso. La
                                                                                                                                                                                                                        fotografía muestra la lesión al microscopio. ¿La elevación de cuál sustancia explica el
                                                                                                                                                                                                                        cuadro?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , "Calcio"                                                                                             , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1189", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "14"               , "TEJIDO EPITELIAL"                                                 , "Varón de 60 años desde hace dos años presenta masa firme e indolora de 2 cm sobre el
                                                                                                                                                                                                                        codo. La lesión es extirpada y se observa masa blanquecina con aspecto de yeso. La
                                                                                                                                                                                                                        fotografía muestra la lesión al microscopio. ¿La elevación de cuál sustancia explica el
                                                                                                                                                                                                                        cuadro?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , "Caseum"                                                                                             , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1190", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 58 años, obesa, consulta por ginecorragia. Biopsia de endometrio: ver imagen.
                                                                                                                                                                                                                        ¿Qué hormona está asociada a este cuadro?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Estrógeno"                                                                                          , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1190", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 58 años, obesa, consulta por ginecorragia. Biopsia de endometrio: ver imagen.
                                                                                                                                                                                                                        ¿Qué hormona está asociada a este cuadro?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Progesterona"                                                                                       , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1190", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 58 años, obesa, consulta por ginecorragia. Biopsia de endometrio: ver imagen.
                                                                                                                                                                                                                        ¿Qué hormona está asociada a este cuadro?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Inhibina"                                                                                           , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1190", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 58 años, obesa, consulta por ginecorragia. Biopsia de endometrio: ver imagen.
                                                                                                                                                                                                                        ¿Qué hormona está asociada a este cuadro?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Prolactina "                                                                                        , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1191", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 38 años, acude por presentar pigmentación del cuello y lesiones pediculadas en
                                                                                                                                                                                                                        cuello y axilas. Biopsia: ver imagen. ¿A qué patología se asocia su aparición?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "Hiperglicemia"                                                                                      , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1191", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 38 años, acude por presentar pigmentación del cuello y lesiones pediculadas en
                                                                                                                                                                                                                        cuello y axilas. Biopsia: ver imagen. ¿A qué patología se asocia su aparición?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "Hipotiroidismo"                                                                                     , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1191", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 38 años, acude por presentar pigmentación del cuello y lesiones pediculadas en
                                                                                                                                                                                                                        cuello y axilas. Biopsia: ver imagen. ¿A qué patología se asocia su aparición?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "Hipercortisolismo"                                                                                  , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1191", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 38 años, acude por presentar pigmentación del cuello y lesiones pediculadas en
                                                                                                                                                                                                                        cuello y axilas. Biopsia: ver imagen. ¿A qué patología se asocia su aparición?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "Hiperaldosteronismo"                                                                                , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1192", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "13"               , "TEJIDO CONECTIVO"                                                 , "Varón de 43 años con adenopatía cervical. Biopsia: Ver imagen. ¿Qué célula participa
                                                                                                                                                                                                                        directamente en la formación de estas lesiones?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , "Linfocito T"                                                                                        , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1192", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "13"               , "TEJIDO CONECTIVO"                                                 , "Varón de 43 años con adenopatía cervical. Biopsia: Ver imagen. ¿Qué célula participa
                                                                                                                                                                                                                        directamente en la formación de estas lesiones?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , "Eosinófilo"                                                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1192", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "13"               , "TEJIDO CONECTIVO"                                                 , "Varón de 43 años con adenopatía cervical. Biopsia: Ver imagen. ¿Qué célula participa
                                                                                                                                                                                                                        directamente en la formación de estas lesiones?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , "Linfocito B"                                                                                        , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1192", "6"          , "HISTOLOGIA"   , "11"                     , "TEJIDOS BÁSICOS"                                        , "13"               , "TEJIDO CONECTIVO"                                                 , "Varón de 43 años con adenopatía cervical. Biopsia: Ver imagen. ¿Qué célula participa
                                                                                                                                                                                                                        directamente en la formación de estas lesiones?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , "Plasmocito "                                                                                        , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1193", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "21"               , "CAMBIOS MORFOLÓGICOS DE LA NECROSIS Y DE LA APOPTOSIS"            , "Varón de 17 años llega cadáver a emergencia. Necropsia: pulmón con lesiones: ver
                                                                                                                                                                                                                        imagen. ¿Qué necrosis se ha producido?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Caseosa"                                                                                            , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1193", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "21"               , "CAMBIOS MORFOLÓGICOS DE LA NECROSIS Y DE LA APOPTOSIS"            , "Varón de 17 años llega cadáver a emergencia. Necropsia: pulmón con lesiones: ver
                                                                                                                                                                                                                        imagen. ¿Qué necrosis se ha producido?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Gangrenosa"                                                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1193", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "21"               , "CAMBIOS MORFOLÓGICOS DE LA NECROSIS Y DE LA APOPTOSIS"            , "Varón de 17 años llega cadáver a emergencia. Necropsia: pulmón con lesiones: ver
                                                                                                                                                                                                                        imagen. ¿Qué necrosis se ha producido?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Coagulativa"                                                                                        , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1193", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "21"               , "CAMBIOS MORFOLÓGICOS DE LA NECROSIS Y DE LA APOPTOSIS"            , "Varón de 17 años llega cadáver a emergencia. Necropsia: pulmón con lesiones: ver
                                                                                                                                                                                                                        imagen. ¿Qué necrosis se ha producido?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Licuefactiva"                                                                                       , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1194", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Varón de 28 años, se le retira férula en brazo izquierdo por fractura no complicada de radio.
                                                                                                                                                                                                                        Presenta disminución de la masa muscular del brazo afectado. ¿Qué alteración se ha
                                                                                                                                                                                                                        producido?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "Atrofia"                                                                                            , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
